,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
18,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.08733535138672993,0.03873844391720527,0.024257547246993375,0.27775175644028105,7.169925488848058,1.0,0.02087431163530912,1.3309295864051665,0.9428748423236354,0.23824829248694257,0.24864545035699862,0.4519698592127488
19,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03873844391720527,0.08733535138672993,0.024257547246993375,0.6261879619852165,7.169925488848058,1.0,0.02087431163530912,2.441506842476743,0.8952074814708129,0.23824829248694257,0.5904168759217696,0.4519698592127488
20,frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0408655812811912,0.08733535138672993,0.022703100711772888,0.5555555555555555,6.361176164454852,1.0,0.019134090810957082,2.0534954593798576,0.8787051648398516,0.21519968980224896,0.5130254632742194,0.40775435857403064
21,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG APPLES'}),0.08733535138672993,0.0408655812811912,0.022703100711772888,0.25995316159250587,6.361176164454853,1.0,0.019134090810957082,1.2960455594713018,0.9234458338935951,0.21519968980224896,0.22842218570778344,0.40775435857403064
22,frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05035588644358995,0.08733535138672993,0.034075104311543813,0.676685621445979,7.748129602748667,1.0,0.029677255274602615,2.822839654379236,0.9171189302772584,0.3288590604026846,0.6457467931454619,0.5334247779361043
23,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.08733535138672993,0.05035588644358995,0.034075104311543813,0.39016393442622954,7.748129602748666,1.0,0.029677255274602615,1.5572121216919628,0.9542788743842299,0.3288590604026846,0.35782673017375,0.5334247779361043
24,frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.05035588644358995,0.049128691810521145,0.02118956066432136,0.42079610073111295,8.565180248520223,1.0,0.01871564183838863,1.64168664850105,0.930083398681288,0.27063740856844304,0.39087035829093514,0.4260516723472384
25,frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.049128691810521145,0.05035588644358995,0.02118956066432136,0.4313072439633639,8.565180248520223,1.0,0.01871564183838863,1.6698720064147123,0.9288830329269133,0.27063740856844304,0.4011517073413049,0.4260516723472384
26,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.08733535138672993,0.03587498977337806,0.0213531866153972,0.24449648711943794,6.815235033206134,1.0,0.018220031777543885,1.2761357078945057,0.9349216260350244,0.20963855421686747,0.2163842812220196,0.4198537167638239
27,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03587498977337806,0.08733535138672993,0.0213531866153972,0.5952109464082098,6.815235033206135,1.0,0.018220031777543885,2.2546673150248955,0.8850200007835476,0.20963855421686747,0.5564755858498094,0.4198537167638239
28,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.08733535138672993,0.034279636750388615,0.022294035834083285,0.25526932084309134,7.446675199678055,1.0,0.019300211713078635,1.296737720464101,0.9485541957128977,0.22446457990115323,0.22883403157108653,0.4528136580349108
29,frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.034279636750388615,0.08733535138672993,0.022294035834083285,0.6503579952267302,7.446675199678055,1.0,0.019300211713078635,2.610283192962185,0.8964415732188437,0.22446457990115323,0.6168998050877436,0.4528136580349108
30,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.08733535138672993,0.03567045733453326,0.022007690419700566,0.2519906323185012,7.064407107406056,1.0,0.018892398494263746,1.2891944731313536,0.9405922595735613,0.21790198460915353,0.22432183751837112,0.43448155469136074
31,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03567045733453326,0.08733535138672993,0.022007690419700566,0.6169724770642202,7.064407107406055,1.0,0.018892398494263746,2.382765190391532,0.8901991135719745,0.21790198460915353,0.5803195362965321,0.43448155469136074
32,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.08733535138672993,0.048556000981755706,0.027939131146199787,0.3199063231850117,6.588399306302271,1.0,0.02369847573852375,1.3989896266556139,0.9293863475153219,0.25881015536187946,0.2851984168098713,0.4476532458385042
33,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.048556000981755706,0.08733535138672993,0.027939131146199787,0.5754001684919966,6.588399306302271,1.0,0.02369847573852375,2.1494701148887927,0.8915060320484264,0.25881015536187946,0.5347690609544775,0.4476532458385042
34,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.08733535138672993,0.049128691810521145,0.029984455534647795,0.34332552693208435,6.988289618136331,1.0,0.02569378397220557,1.4480101590474588,0.9389028824389537,0.2815981559738763,0.30939711040575324,0.47682512816212874
35,frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.049128691810521145,0.08733535138672993,0.029984455534647795,0.6103247293921732,6.9882896181363305,1.0,0.02569378397220557,2.3421159038131143,0.9011771223960207,0.2815981559738763,0.5730356476500859,0.47682512816212874
36,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06573672584471897,0.08733535138672993,0.024053014808148573,0.3658991910392035,4.189588582737409,1.0,0.018311874757486912,1.4393052898150396,0.8148806656950622,0.18642993024730506,0.3052203677174653,0.3206545135523886
37,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.08733535138672993,0.06573672584471897,0.024053014808148573,0.2754098360655738,4.189588582737409,1.0,0.018311874757486912,1.289367867046881,0.8341651886428005,0.18642993024730506,0.22442615055208273,0.3206545135523886
38,frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.049128691810521145,0.048556000981755706,0.02147590607870408,0.43713572023313907,9.002712566823352,1.0,0.019090413270920044,1.6903613059480938,0.9348503415993199,0.2818035426731079,0.4084104998847464,0.4397136056936546
39,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.048556000981755706,0.049128691810521145,0.02147590607870408,0.44229149115417016,9.002712566823352,1.0,0.019090413270920044,1.7049610918744886,0.9342876387839628,0.2818035426731079,0.4134763515919485,0.4397136056936546
40,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0529739016608034,0.04798331015299027,0.021516812566473042,0.4061776061776062,8.464976778020256,1.0,0.018974949413068706,1.603201057674743,0.9311952295994244,0.27085478887744596,0.3762479164962729,0.4273002267887178
41,frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04798331015299027,0.0529739016608034,0.021516812566473042,0.44842284739982946,8.464976778020256,1.0,0.018974949413068706,1.7169422153815728,0.9263137868111663,0.27085478887744596,0.4175692163421118,0.4273002267887178
42,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0529739016608034,0.045406201423545775,0.022375848809621207,0.42239382239382245,9.302558002017463,1.0,0.019970505160619663,1.6526724186584334,0.9424267054613314,0.29440258342303555,0.39491941130611,0.45759330759330763
43,frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.045406201423545775,0.0529739016608034,0.022375848809621207,0.4927927927927928,9.302558002017463,1.0,0.019970505160619663,1.867138488732697,0.9349554618672988,0.29440258342303555,0.4644210881868003,0.45759330759330763
44,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0529739016608034,0.06573672584471897,0.026507404074286183,0.5003861003861004,7.611971754846678,1.0,0.023025073223884848,1.8699705410063199,0.9172165322565594,0.28748890860692106,0.4652322172616407,0.45181097178608076
45,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.06573672584471897,0.0529739016608034,0.026507404074286183,0.40323584318606104,7.611971754846678,1.0,0.023025073223884848,1.5869352867894566,0.9297464835707171,0.28748890860692106,0.36985458176866864,0.45181097178608076
46,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0529739016608034,0.04786059068968338,0.02098502822547656,0.39613899613899617,8.276934956934959,1.0,0.01844966600085331,1.5767526023745013,0.9283612469470076,0.26280737704918034,0.36578509621987887,0.4173002673002673
47,frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04786059068968338,0.0529739016608034,0.02098502822547656,0.43846153846153846,8.276934956934957,1.0,0.01844966600085331,1.6864848326588433,0.9233756327577839,0.26280737704918034,0.40705070058445725,0.4173002673002673
48,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0529739016608034,0.04511985600916305,0.02118956066432136,0.4,8.865276518585675,1.0,0.01879938584914235,1.5914669066513951,0.936827782817157,0.27553191489361706,0.37164888831769693,0.43481414324569356
49,frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04511985600916305,0.0529739016608034,0.02118956066432136,0.46962828649138716,8.865276518585675,1.0,0.01879938584914235,1.7855893785780068,0.9291222207942423,0.27553191489361706,0.4399608263819468,0.43481414324569356
50,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.06573672584471897,0.042910905669639204,0.020044179006790477,0.3049159925326696,7.105792519974872,1.0,0.017223356565036808,1.3769401742067056,0.9197297676459261,0.22622345337026778,0.27375203459647135,0.38601376366385626
51,frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.042910905669639204,0.06573672584471897,0.020044179006790477,0.4671115347950429,7.105792519974872,1.0,0.017223356565036808,1.7532060368316456,0.8977949379521009,0.22622345337026778,0.42961638336177677,0.38601376366385626
52,frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.045406201423545775,0.04798331015299027,0.0207395892988628,0.4567567567567567,9.519075597336466,1.0,0.018560849453087655,1.7524685335492218,0.9375168619782422,0.2854729729729729,0.4293763449351469,0.4444909103476878
53,frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.04798331015299027,0.045406201423545775,0.0207395892988628,0.43222506393861887,9.519075597336466,1.0,0.018560849453087655,1.681289077672944,0.9400547196804994,0.2854729729729729,0.40521828561207907,0.4444909103476878
54,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.06573672584471897,0.04798331015299027,0.02294853963838665,0.34909769757311765,7.275398392900625,1.0,0.019794273933737408,1.4626107271358937,0.9232413455452992,0.25281658404686796,0.31629108043107607,0.4136792835691675
55,frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04798331015299027,0.06573672584471897,0.02294853963838665,0.4782608695652174,7.275398392900625,1.0,0.019794273933737408,1.7906712754642886,0.9060245387749362,0.25281658404686796,0.44155020873905626,0.4136792835691675
56,frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.045406201423545775,0.06573672584471897,0.025075677002372575,0.5522522522522523,8.400969855979191,1.0,0.02209082198774286,2.0865839724594806,0.9228701525232353,0.29134980988593157,0.5207477804876991,0.46685419084298985
57,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.06573672584471897,0.045406201423545775,0.025075677002372575,0.3814561294337274,8.40096985597919,1.0,0.02209082198774286,1.5432919862297403,0.9429527509646753,0.29134980988593157,0.352034476351427,0.46685419084298985
58,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.06573672584471897,0.04786059068968338,0.023030352613924568,0.35034225264467955,7.32005701551439,1.0,0.019884154084990543,1.4656015620322593,0.9241389082602078,0.25429087624209573,0.3176863167276094,0.4157694169206304
59,frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04786059068968338,0.06573672584471897,0.023030352613924568,0.4811965811965812,7.32005701551439,1.0,0.019884154084990543,1.800804004549718,0.9067884742118442,0.25429087624209573,0.444692483205553,0.4157694169206304
60,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.06573672584471897,0.04511985600916305,0.02307125910169353,0.3509645301804605,7.778494020663225,1.0,0.020105227497065982,1.4712295219494487,0.9327567874908511,0.26281453867660765,0.3202964016960775,0.43114862955079236
61,frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04511985600916305,0.06573672584471897,0.02307125910169353,0.5113327289211242,7.778494020663226,1.0,0.020105227497065982,1.9118597242917903,0.9126175842652421,0.26281453867660765,0.4769490735673981,0.43114862955079236
62,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.06573672584471897,0.04242002781641168,0.021762251493086804,0.33105164903546985,7.804135595295175,1.0,0.018973697754193997,1.4314707119060712,0.9332089089135556,0.25189393939393945,0.3014177714691399,0.4220349855592007
63,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04242002781641168,0.06573672584471897,0.021762251493086804,0.5130183220829315,7.804135595295174,1.0,0.018973697754193997,1.918477258017874,0.9104856367498265,0.25189393939393945,0.4787532686036755,0.4220349855592007
64,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.04786059068968338,0.03403419782377485,0.022703100711772888,0.4743589743589744,13.937715729783038,1.0,0.021074203900277488,1.8376910382864775,0.9749121006209853,0.38355217691776095,0.4558388874049076,0.5707131410256411
65,frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.03403419782377485,0.04786059068968338,0.022703100711772888,0.6670673076923077,13.937715729783038,1.0,0.021074203900277488,2.8598555543183517,0.9609576545292646,0.38355217691776095,0.6503319901978929,0.5707131410256411
66,frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.032766096702937085,0.04581526630123538,0.025116583490141536,0.766541822721598,16.731144105582306,1.0,0.023615396044044442,4.087176319212356,0.9720825759417773,0.469778117827085,0.755332307221649,0.6573780542179418
67,frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.04581526630123538,0.032766096702937085,0.025116583490141536,0.5482142857142857,16.731144105582306,1.0,0.023615396044044442,2.1409129875350006,0.9853765115383402,0.469778117827085,0.5329095550252243,0.6573780542179418
68,frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.030843491777795957,0.09416673484414628,0.02045324388448008,0.6631299734748011,7.042083115362722,1.0,0.017548812972572762,2.688969613887849,0.8853023805503969,0.19561815336463223,0.6281103383112802,0.4401662030710235
69,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.09416673484414628,0.030843491777795957,0.02045324388448008,0.21720243266724587,7.042083115362723,1.0,0.017548812972572762,1.2380678590052796,0.9471903901734104,0.19561815336463223,0.19228983070165004,0.4401662030710235
70,frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.030025362022416756,0.04295181215740816,0.020044179006790477,0.667574931880109,15.542415985467757,1.0,0.018754535297245457,2.8789892208051735,0.9646230962020437,0.37867078825347766,0.6526558721465696,0.5671207992733878
71,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.04295181215740816,0.030025362022416756,0.020044179006790477,0.4666666666666667,15.542415985467757,1.0,0.018754535297245457,1.8187024462079686,0.9776518574603718,0.37867078825347766,0.45015744489428705,0.5671207992733878
72,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04295181215740816,0.034484169189233416,0.0207395892988628,0.4828571428571429,14.00228435858329,1.0,0.019258431741442563,1.8670195623412613,0.9702573949322244,0.3658008658008658,0.46438697260033535,0.5421403152008134
73,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.034484169189233416,0.04295181215740816,0.0207395892988628,0.6014234875444839,14.00228435858329,1.0,0.019258431741442563,2.4011655427122167,0.9617481681072034,0.3658008658008658,0.583535586275964,0.5421403152008134
74,frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04581526630123538,0.08872617197087458,0.021966783931931605,0.47946428571428573,5.4038653428176255,1.0,0.01790177073519678,1.750646119026793,0.8540770435273273,0.19513081395348839,0.4287823283463406,0.3635219077257459
75,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.08872617197087458,0.04581526630123538,0.021966783931931605,0.2475795297372061,5.403865342817625,1.0,0.01790177073519678,1.2681536074709685,0.8942946140556823,0.19513081395348839,0.21145199279583896,0.3635219077257459
76,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.045733453325697455,0.040374703427963676,0.022294035834083285,0.4874776386404293,12.073838251473084,1.0,0.020447561219321633,1.8723579084948283,0.9611321906343994,0.34935897435897445,0.4659140779318784,0.5198279783880971
77,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.040374703427963676,0.045733453325697455,0.022294035834083285,0.5521783181357649,12.073838251473084,1.0,0.020447561219321633,2.1309074243609425,0.9557650259226423,0.34935897435897445,0.530716356530646,0.5198279783880971
78,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.02634377812321034,0.04581526630123538,0.022457661785159126,0.8524844720496895,18.60699589618456,1.0,0.021250714575063584,6.468368089494785,0.971859216802127,0.4518518518518518,0.8454015006313431,0.6713315217391305
79,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.03207068641086476,0.032766096702937085,0.022457661785159126,0.7002551020408164,21.37133111671635,1.0,0.02140683057289116,3.226856936957011,0.9847912749362261,0.52992277992278,0.6901009187773228,0.6928241802338914
80,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.025116583490141536,0.043238157571790885,0.022457661785159126,0.8941368078175895,20.679345699062246,1.0,0.021371666990547343,9.037719557706463,0.9761603843785673,0.4893048128342245,0.889352618919526,0.7067656602947929
81,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.043238157571790885,0.025116583490141536,0.022457661785159126,0.5193945127719962,20.679345699062246,1.0,0.021371666990547343,2.028448368604174,0.9946493770793969,0.4893048128342245,0.5070123472316306,0.7067656602947929
82,frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.032766096702937085,0.03207068641086476,0.022457661785159126,0.6853932584269663,21.37133111671635,1.0,0.02140683057289116,3.07663246105118,0.9854993084178888,0.52992277992278,0.6749693007989865,0.6928241802338914
83,frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.04581526630123538,0.02634377812321034,0.022457661785159126,0.4901785714285714,18.60699589618456,1.0,0.021250714575063584,1.9097985437863472,0.991691377789772,0.4518518518518518,0.47638456252175687,0.6713315217391305
